Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
00939-04	Temme	Jodocus Donatus Hubertus	Verfasser der schwarzen Mare	m	Schlom Weißbart			1855		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft19-22, S.241-244, 257-261, 281-287							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schlom_Weißbart							
00940-00	St.	L.		m	Unterm Kindelbaume			1855		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft18, S.231–232							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Unterm_Kindelbaume							
00941-00	Taura	Elfried von	August Peters	m	Blind und doch sehend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft6–8, S.69–72, 85–88, 101–103							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Blind_und_doch_sehend							
00941-01	Taura	Elfried von	August Peters	m	Blind und doch sehend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	69–72							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Blind_und_doch_sehend							
00941-02	Taura	Elfried von	August Peters	m	Blind und doch sehend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	85–88							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Blind_und_doch_sehend							
00941-03	Taura	Elfried von	August Peters	m	Blind und doch sehend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	101–103							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Blind_und_doch_sehend							
00942-00	Schrader	August		m	Ein Familiengeheimniß			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft14–18, S.177–180; 193–196; 209–212;193–196;221–224; 233–239							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Familiengeheimniß							
00942-01	Schrader	August		m	Ein Familiengeheimniß			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	177–180							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Familiengeheimniß							
00942-02	Schrader	August		m	Ein Familiengeheimniß			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	193–196							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Familiengeheimniß							
00942-03	Schrader	August		m	Ein Familiengeheimniß			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	209–212							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Familiengeheimniß							
00942-04	Schrader	August		m	Ein Familiengeheimniß			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	193–196							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Familiengeheimniß							
00942-05	Schrader	August		m	Ein Familiengeheimniß			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	221–224							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Familiengeheimniß							
00943-00	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Herr Klein			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft45–48, S.605–608, 621–626, 633–637, 645–652							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herr_Klein							
00943-01	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Herr Klein			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	605–608							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herr_Klein							
00943-02	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Herr Klein			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	621–626							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herr_Klein							
00943-03	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Herr Klein			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	633–637							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herr_Klein							
00943-04	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Herr Klein			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	645–652							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herr_Klein							
00944-00	o.N.	o.N.			Herrn Müller’s Sylvesterabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft51–52, S.689–693, 701–706							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herrn_Müller’s_Sylvesterabend							
00944-01	o.N.	o.N.			Herrn Müller’s Sylvesterabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	689–693							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herrn_Müller’s_Sylvesterabend							
00944-02	o.N.	o.N.			Herrn Müller’s Sylvesterabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	701–706							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herrn_Müller’s_Sylvesterabend							
00944-03	o.N.	o.N.			Herrn Müller’s Sylvesterabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft51–52, S.689–693, 701–706							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Herrn_Müller’s_Sylvesterabend							
00945-00	o.N.	o.N.			Johann Wittenborg und seine Tochter			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft12–13, S.153–156;165–170							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Johann_Wittenborg_und_seine_Tochter							
00945-01	o.N.	o.N.			Johann Wittenborg und seine Tochter			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	153–156							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Johann_Wittenborg_und_seine_Tochter							
00945-02	o.N.	o.N.			Johann Wittenborg und seine Tochter			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	165–170							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Johann_Wittenborg_und_seine_Tochter							
00945-03	o.N.	o.N.			Johann Wittenborg und seine Tochter			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft12–13, S.153–156;165–170							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Johann_Wittenborg_und_seine_Tochter							
00946-00	Mühlbach	Luise		f	Mesmer in Wien			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft23–26, S.297–300;313–316; 325–328;337–339							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Mesmer_in_Wien							
00946-01	Mühlbach	Luise		f	Mesmer in Wien			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	297–300							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Mesmer_in_Wien							
00946-02	Mühlbach	Luise		f	Mesmer in Wien			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	313–316							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Mesmer_in_Wien							
00946-03	Mühlbach	Luise		f	Mesmer in Wien			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	325–328							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Mesmer_in_Wien							
00946-04	Mühlbach	Luise		f	Mesmer in Wien			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	337–339							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Mesmer_in_Wien							
00947-00	o.N.	o.N.			Die Rechte des Herzen			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft40–43, S.533–536; 549–552; 565–569; 577–582							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Rechte_des_Herzen							
00947-01	o.N.	o.N.			Die Rechte des Herzen			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	533–536							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Rechte_des_Herzen							
00947-02	o.N.	o.N.			Die Rechte des Herzen			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	549–552							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Rechte_des_Herzen							
00947-03	o.N.	o.N.			Die Rechte des Herzen			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	565–569							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Rechte_des_Herzen							
00947-04	o.N.	o.N.			Die Rechte des Herzen			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	577–582							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Rechte_des_Herzen							
00948-00	o.N.	o.N.			Der Schlüssel zum Engpaß			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft35, S.465–470							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Schlüssel_zum_Engpaß							
00949-00	Schrader	August		m	Spiele des Zufalls			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft27–31, S.349–352;365–368;381–385; 397–400;409–414							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Spiele_des_Zufalls							
00949-01	Schrader	August		m	Spiele des Zufalls			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	349–352							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Spiele_des_Zufalls							
00949-02	Schrader	August		m	Spiele des Zufalls			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	365–368							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Spiele_des_Zufalls							
00949-03	Schrader	August		m	Spiele des Zufalls			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	381–385							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Spiele_des_Zufalls							
00949-04	Schrader	August		m	Spiele des Zufalls			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	397–400							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Spiele_des_Zufalls							
00949-05	Schrader	August		m	Spiele des Zufalls			1856		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	409–414							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Spiele_des_Zufalls							
00950-00	o.N.	o.N.			Die Umkehr			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft22, S.287							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Umkehr							
00951-00	Smidt	Heinrich		m	Eine unenthüllte Begebenheit			1856		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft32–34, S.425–428; 441–446; 453–456							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Eine_unenthüllte_Begebenheit							
00951-01	Smidt	Heinrich		m	Eine unenthüllte Begebenheit			1856		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	425–428							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Eine_unenthüllte_Begebenheit							
00951-02	Smidt	Heinrich		m	Eine unenthüllte Begebenheit			1856		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	441–446							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Eine_unenthüllte_Begebenheit							
00951-03	Smidt	Heinrich		m	Eine unenthüllte Begebenheit			1856		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	453–456							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Eine_unenthüllte_Begebenheit							
00952-00	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Weihnachts-Heiligerabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft36–39, S.477–480, 493–496, 505–508, 517–522							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Weihnachts-Heiligerabend							
00952-01	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Weihnachts-Heiligerabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	477–480							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Weihnachts-Heiligerabend							
00952-02	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Weihnachts-Heiligerabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	493–496							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Weihnachts-Heiligerabend							
00952-03	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Weihnachts-Heiligerabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	505–508							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Weihnachts-Heiligerabend							
00952-04	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Weihnachts-Heiligerabend			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	517–522							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Weihnachts-Heiligerabend							
00953-00	Smidt	Heinrich		m	Wie gefällt Ihnen meine Braut?			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft21–22, S.274–276; 285–287							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Wie_gefällt_Ihnen_meine_Braut?							
00953-01	Smidt	Heinrich		m	Wie gefällt Ihnen meine Braut?			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	274–276							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Wie_gefällt_Ihnen_meine_Braut?							
00953-02	Smidt	Heinrich		m	Wie gefällt Ihnen meine Braut?			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	285–287							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Wie_gefällt_Ihnen_meine_Braut?							
00954-00	o.N.	o.N.			Wie man Maler wird			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft41, S.562, 563							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Wie_man_Maler_wird							
00955-00	Willkomm	Ernst		m	Zipser			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft49–50, S.661–664, 680–681							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Zipser							
00955-01	Willkomm	Ernst		m	Zipser			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	661–664							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Zipser							
00955-02	Willkomm	Ernst		m	Zipser			1856		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	680–681							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Zipser							
00956-00	Otto-Peters	Louise	L. Otto	m	Auf der Louisenburg			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft12–13, S.157–160, 169–172							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Auf_der_Louisenburg							
00956-01	Otto-Peters	Louise	L. Otto	m	Auf der Louisenburg			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	157–160							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Auf_der_Louisenburg							
00956-02	Otto-Peters	Louise	L. Otto	m	Auf der Louisenburg			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	169–172							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Auf_der_Louisenburg							
00957-00	Polko	Elise		f	Der furchtsame Martin von Hemskerk			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft39, S.525–528							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_furchtsame_Martin_von_Hemskerk							
00958-00	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Der Herr Referendarius			1857		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft27–31, S.365–369, 381–384, 393–396, 409–412, 421–428							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Herr_Referendarius							
00958-01	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Der Herr Referendarius			1857		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	365–369							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Herr_Referendarius							
00958-02	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Der Herr Referendarius			1857		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	381–384							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Herr_Referendarius							
00958-03	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Der Herr Referendarius			1857		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	393–396							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Herr_Referendarius							
00958-04	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Der Herr Referendarius			1857		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	409–412							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Herr_Referendarius							
00958-05	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Der Herr Referendarius			1857		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	421–428							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Herr_Referendarius							
00959-00	Willkomm	Ernst		m	Der verhängnißvolle Schatten			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft49–52, S.665–668, 681–684, 693–696, 709–711							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_verhängnißvolle_Schatten							
00959-01	Willkomm	Ernst		m	Der verhängnißvolle Schatten			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	665–668							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_verhängnißvolle_Schatten							
00959-02	Willkomm	Ernst		m	Der verhängnißvolle Schatten			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	681–684							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_verhängnißvolle_Schatten							
00959-03	Willkomm	Ernst		m	Der verhängnißvolle Schatten			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	693–696							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_verhängnißvolle_Schatten							
00959-04	Willkomm	Ernst		m	Der verhängnißvolle Schatten			1857		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	709–711							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_verhängnißvolle_Schatten							
00960-00	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Gottesgericht			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft19–22, S.257–260, 293–296, 305–308, 317–321							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Gottesgericht							
00960-01	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Gottesgericht			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	257–260							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Gottesgericht							
00960-02	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Gottesgericht			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	293–296							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Gottesgericht							
00960-03	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Gottesgericht			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	305–308							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Gottesgericht							
00960-04	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Gottesgericht			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	317–321							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Gottesgericht							
